	Site Name	Type	Billing Address	Billing City	Billing State/Province	Billing Zip/Postal Code	Grant	# Full Time Slots	# Three Quarter Time Slots	# Half Time Slots	# Reduced Half Time Slots	# Quarter-Time Slots	# Minimum Time Slots	# Abbreviated Time Slots	full_address	googleMaps_lat_long	googleMaps_clean_address
524	Edinburg	Education-K thru 12	2553 Roegiers Rd	Edinburg	TX	78541	21-22 Relay ACTX	4							2553 Roegiers Rd, Edinburg, TX 78541	(26.3282521, -98.1499872)	2553 Roegiers Rd, Edinburg, TX 78541, USA
525	Montopolis (Allan)	Education-K thru 12	1701 Vargas Rd	Austin	TX	78741	21-22 Relay ACTX	5							1701 Vargas Rd, Austin, TX 78741	(30.2261244, -97.6989996)	1701 Vargas Rd, Austin, TX 78741, USA
526	Rio Vista	Education-K thru 12	210 N Rio Vista Rd	Socorro	TX	79927	21-22 Relay ACTX	4							210 N Rio Vista Rd, Socorro, TX 79927	(31.6556689, -106.2873477)	210 N Rio Vista Rd, Socorro, TX 79927, USA
527	Riverview	Education-K thru 12	30 Palm Blvd	Brownsville	TX	78520	21-22 Relay ACTX	2							30 Palm Blvd, Brownsville, TX 78520	(25.8920213, -97.5190555)	30 Palm Blvd, Brownsville, TX 78520, USA
528	San Benito	Education-K thru 12	2151 Russell Ln	San Benito	TX	78586	21-22 Relay ACTX	1							2151 Russell Ln, San Benito, TX 78586	(26.1640035, -97.6533381)	2151 Russell Ln, San Benito, TX 78586, USA
529	Travis	Education-K thru 12	900 E Gist Ave	Midland	TX	79701	21-22 Relay ACTX	6							900 E Gist Ave, Midland, TX 79701	(31.981254, -102.0620542)	900 E Gist Ave, Midland, TX 79701, USA
530	Unknown KIPP (San Antonio)	Education-K thru 12			TX		21-22 Relay ACTX	7									
531	Unknown IDEA (San Antonio)	Education-K thru 12			TX		21-22 Relay ACTX	3									
532	Weslaco	Education-K thru 12	2931 Sugar Cane Dr	Weslaco	TX	78599	21-22 Relay ACTX	1							2931 Sugar Cane Dr, Weslaco, TX 78599	(26.1859447, -97.9622662)	2931 Sugar Cane Dr, Weslaco, TX 78599, USA
533	Weslaco Pike College Preparatory	Education-K thru 12	1000 E Pike Blvd	Weslaco	TX	78596	21-22 Relay ACTX	2							1000 E Pike Blvd, Weslaco, TX 78596	(26.168619, -97.9791896)	1000 E Pike Blvd, Weslaco, TX 78596, USA
534	Alief ISD	Education-K thru 12	4250 Cook Road 	Houston 	TX	77072	21-22 Sewa International ACTX		12.0						4250 Cook Road, Houston, TX 77072	(29.7117125, -95.5967687)	4250 Cook Rd, Houston, TX 77072, USA
535	Villa Madrid	Other	10202 Club Creek Drive 	Houston 	TX	77036	21-22 Sewa International ACTX			2					10202 Club Creek Drive, Houston, TX 77036	(29.688289, -95.55097239999999)	10202 Club Creek Dr, Houston, TX 77036, USA
536	San Marcos	Other	6301 West Bellfort Avenue 	Houston 	TX	77035	21-22 Sewa International ACTX			2					6301 West Bellfort Avenue, Houston, TX 77035	(29.656092, -95.501227)	6301 W Bellfort Ave, Houston, TX 77035, USA
537	Los Arcos	Other	11315 Fondren Road 	Houston 	TX	77035	21-22 Sewa International ACTX			2					11315 Fondren Road, Houston, TX 77035	(29.6531605, -95.506993)	11315 Fondren Rd, Houston, TX 77035, USA
538	Sewa International, Inc.	Nonprofit	1000 West Oaks Mall 	Houston 	TX	77082	21-22 Sewa International ACTX			9					1000 West Oaks Mall, Houston, TX 77082	(29.73239019999999, -95.64873560000001)	1000 W Oaks Mall, Houston, TX 77082, USA
539	Dallas ISD	Education-K thru 12	9400 N. Central Expressway	Dallas	TX	75231	21-22 Teach For America ACTX	111							9400 N. Central Expressway, Dallas, TX 75231	(32.8763612, -96.7682256)	9400 N Central Expy, Dallas, TX 75231, USA
540	Fort Worth ISD	Education-K thru 12	100 N University Drive	Fort Worth	TX	76107	21-22 Teach For America ACTX	55							100 N University Drive, Fort Worth, TX 76107	(32.7601517, -97.3603495)	100 N University Dr, Fort Worth, TX 76107, USA
541	KIPP DFW	Education-K thru 12	3200 S Lancaster Rd	Dallas	TX	75216	21-22 Teach For America ACTX	7							3200 S Lancaster Rd, Dallas, TX 75216	(32.7093334, -96.8007517)	3200 S Lancaster Rd, Dallas, TX 75216, USA
542	Uplift Education	Education-K thru 12	3000 Pegasus Park Dr.	Dallas	TX	75241	21-22 Teach For America ACTX	35							3000 Pegasus Park Dr., Dallas, TX 75241	(32.8101817, -96.8601363)	3000 Pegasus Park Dr, Dallas, TX 75247, USA
543	IDEA Public Schools - Tarrant County	Education-K thru 12	600 Bryan Ave.	Fort Worth	TX	76104	21-22 Teach For America ACTX	12							600 Bryan Ave., Fort Worth, TX 76104	(32.7382496, -97.32552629999999)	600 Bryan Ave, Fort Worth, TX 76104, USA
544	Richardson ISD	Education-K thru 12	400 S. Greenville Ave.	Richardson	TX	75081	21-22 Teach For America ACTX	17							400 S. Greenville Ave., Richardson, TX 75081	(32.9444437, -96.7330085)	400 S Greenville Ave, Richardson, TX 75081, USA
545	KIPP Houston Public Schools	Education-K thru 12	10711 Kipp Way	Houston	TX	77099	21-22 Teach For America ACTX	42							10711 Kipp Way, Houston, TX 77099	(29.66896059999999, -95.56529669999999)	10711 Kipp Way St, Houston, TX 77099, USA
546	Houston Independent School District	Education-K thru 12	4400 West 18th St.	Houston	TX	77092	21-22 Teach For America ACTX	80							4400 West 18th St., Houston, TX 77092	(29.8020222, -95.4526575)	4400 W 18th St, Houston, TX 77092, USA
547	BakerRipley	Education-K thru 12	4500 Bissonnet St.	Bellaire	TX	77401	21-22 Teach For America ACTX	5							4500 Bissonnet St., Bellaire, TX 77401	(29.7164919, -95.4524872)	4500 Bissonnet St, Bellaire, TX 77401, USA
548	YES Prep Public Schools	Education-K thru 12	5515 South Loop East	Houston	TX	77033	21-22 Teach For America ACTX	38							5515 South Loop East, Houston, TX 77033	(29.6884259, -95.3364416)	5515 South Loop, Houston, TX 77033, USA
549	Aldine ISD	Education-K thru 12	2520 W.W. Thorne Blvd.	Houston	TX	77073	21-22 Teach For America ACTX	64							2520 W.W. Thorne Blvd., Houston, TX 77073	(30.00349049999999, -95.38961979999999)	2520 W W Thorne Blvd, Houston, TX 77073, USA
550	Harlingen CISD	Education-K thru 12	407 North Sunshine Strip	Harlingen	TX	78550	21-22 Teach For America ACTX	6							407 North Sunshine Strip, Harlingen, TX 78550	(26.1962947, -97.68101010000001)	407 N 77 Sunshine Strip, Harlingen, TX 78550, USA
551	IDEA Public Schools- Rio Grande Valley	Education-K thru 12	2115 W. Pike	Weslaco	TX	78596	21-22 Teach For America ACTX	20							2115 W. Pike, Weslaco, TX 78596	(26.1690154, -98.01204750000001)	2115 W Pike Blvd, Weslaco, TX 78596, USA
552	Pharr-San Juan-Alamo ISD	Education-K thru 12	601 East Kelly	Pharr	TX	78577	21-22 Teach For America ACTX	10							601 East Kelly, Pharr, TX 78577	(26.191933, -98.17690259999999)	601 E Kelly Ave, Pharr, TX 78577, USA
553	Donna ISD	Education-K thru 12	116 N. 10th St.	Donna	TX	78537	21-22 Teach For America ACTX	11							116 N. 10th St., Donna, TX 78537	(26.1729009, -98.0524428)	116 N 10th St, Donna, TX 78537, USA
554	Point Isabel ISD	Education-K thru 12	101 Port Road	Port Isabel	TX	78578	21-22 Teach For America ACTX	2							101 Port Road, Port Isabel, TX 78578	(26.0709163, -97.21898329999999)	101 Port Rd, Port Isabel, TX 78578, USA
555	Vanguard Academy	Education-K thru 12	1200 E. Kelly	Pharr	TX	78577	21-22 Teach For America ACTX	2							1200 E. Kelly, Pharr, TX 78577	(26.1889249, -98.17037520000001)	1200 E Kelly Ave, Pharr, TX 78577, USA
556	San Benito CISD	Education-K thru 12	240 N. Crockett St.	San Benito	TX	78586	21-22 Teach For America ACTX	2							240 N. Crockett St., San Benito, TX 78586	(26.1310728, -97.6284098)	240 N Crockett St, San Benito, TX 78586, USA
557	Edgewood ISD	Education-K thru 12	5358 W Commerce Street	San Antonio	TX	78237	21-22 Teach For America ACTX	7							5358 W Commerce Street, San Antonio, TX 78237	(29.4317604, -98.56702589999999)	5358 W Commerce St, San Antonio, TX 78237, USA
558	San Antonio ISD	Education-K thru 12	141 Lavaca St	San Antonio	TX	78210	21-22 Teach For America ACTX	85							141 Lavaca St, San Antonio, TX 78210	(29.4173952, -98.4869476)	141 Lavaca St, San Antonio, TX 78210, USA
559	KIPP San Antonio	Education-K thru 12	731 Fredericksburg Rd	San Antonio	TX	78201	21-22 Teach For America ACTX	21							731 Fredericksburg Rd, San Antonio, TX 78201	(29.4497468, -98.5119691)	731 Fredericksburg Rd, San Antonio, TX 78201, USA
560	IDEA Public Schools- San Antonio	Education-K thru 12	217 Robinson Pl	San Antonio	TX	78202	21-22 Teach For America ACTX	7							217 Robinson Pl, San Antonio, TX 78202	(29.4220099, -98.4724574)	217 Robinson Pl, San Antonio, TX 78202, USA
561	Compass Rose	Education-K thru 12	8005 Outer Circle Rd	San Antonio	TX	78234	21-22 Teach For America ACTX	7							8005 Outer Circle Rd, San Antonio, TX 78234	(29.3444778, -98.446442)	8005 Outer Circle Rd, San Antonio, TX 78234, USA
562	PreK4SA	Education-K thru 12	7031 S New Braunfels Ave.	San Antonio	TX	78223	21-22 Teach For America ACTX	4							7031 S New Braunfels Ave., San Antonio, TX 78223	(29.3562409, -98.4512415)	7031 S New Braunfels Ave, San Antonio, TX 78223, USA
563	Communities in Schools (CIS) Coastal Bend	Nonprofit	"5241 Kentner St
"	 Corpus Christi	TX	78412	21-22 Texas Network of Youth Services ACTX	2							5241 Kentner St, Corpus Christi, TX 78412	(27.7228861, -97.3526053)	5241 Kentner St, Corpus Christi, TX 78412, USA
564	Connections Individual and Family Services (IFS)	Nonprofit	"1414 W. San Antonio Street
"	New Braunfels	TX	78130	21-22 Texas Network of Youth Services ACTX	1							1414 W. San Antonio Street, New Braunfels, TX 78130	(29.69122819999999, -98.1365441)	1414 W San Antonio St, New Braunfels, TX 78130, USA
565	El Paso Center For Children	Nonprofit		El Paso	TX	79930	21-22 Texas Network of Youth Services ACTX	1									
566	Harris County Resources - Youth Services Division	Education-College/University	6300 Chimney Rock Rd	Houston	TX	77081	21-22 Texas Network of Youth Services ACTX	2							6300 Chimney Rock Rd, Houston, TX 77081	(29.7116497, -95.4772077)	6300 Chimney Rock Rd, Houston, TX 77081, USA
567	Harris County Resources - Houston Alumni and Youth Center (HAY Center)	Education-College/University	1216 West Clay	Houston	TX	77019	21-22 Texas Network of Youth Services ACTX	2							1216 West Clay, Houston, TX 77019	(29.7556225, -95.39503189999999)	1216 W Clay St, Houston, TX 77019, USA
568	Jonathan's Place	Nonprofit	"6065 Duck Creek Dr
"	Garland	TX	75043	21-22 Texas Network of Youth Services ACTX	1							6065 Duck Creek Dr, Garland, TX 75043	(32.8438499, -96.6026437)	6065 Duck Creek Dr, Garland, TX 75043, USA
569	Parks Youth Ranch	Nonprofit	11614 FM 361 Rd	Richmond	TX	77469	21-22 Texas Network of Youth Services ACTX	1							11614 FM 361 Rd, Richmond, TX 77469	(29.4142006, -95.76205639999999)	11614 FM 361 Rd, Richmond, TX 77469, USA
570	Promise House	Nonprofit	"4212 E. Grand Ave.
"	Dallas	TX	75223	21-22 Texas Network of Youth Services ACTX	1							4212 E. Grand Ave., Dallas, TX 75223	(32.7825969, -96.75890319999999)	4212 E Grand Ave, Dallas, TX 75223, USA
571	Texas Network of Youth Services	Nonprofit	7703 N Lamar Blvd 	Austin	TX	78752	21-22 Texas Network of Youth Services ACTX	1							7703 N Lamar Blvd, Austin, TX 78752	(30.3445884, -97.7128608)	7703 N Lamar Blvd, Austin, TX 78752, USA
572	Allison Elementary School	Education-K thru 12	515 Vargas Rd	 Austin	TX	78741-2455	21-22 Travis County 4-H CAPITAL ACTX	1	1.0						515 Vargas Rd, Austin, TX 78741-2455	(30.2357841, -97.6920353)	515 Vargas Rd, Austin, TX 78741, USA
573	Baty Elementary School	Education-K thru 12	2101 Faro Dr	 Austin	TX	78741-3361	21-22 Travis County 4-H CAPITAL ACTX	1							2101 Faro Dr, Austin, TX 78741-3361	(30.2267143, -97.71406979999999)	2101 Faro Dr, Austin, TX 78741, USA
574	Bedichek Middle School	Education-K thru 12	6800 Bill Hughes Rd	Austin	TX	78745-5605	21-22 Travis County 4-H CAPITAL ACTX		2.0						6800 Bill Hughes Rd, Austin, TX 78745-5605	(30.1952599, -97.787136)	6800 Bill Hughes Rd, Austin, TX 78745, USA
575	Brown Elementary School	Education-K thru 12	400 Cooper Dr	 Austin	TX	78753-5030	21-22 Travis County 4-H CAPITAL ACTX	1	1.0						400 Cooper Dr, Austin, TX 78753-5030	(30.36104, -97.6970757)	400 Cooper Dr, Austin, TX 78753, USA
576	Creedmoor Elementary School	Education-K thru 12	5604 FM 1327	Creedmoor	TX	78610-2039	21-22 Travis County 4-H CAPITAL ACTX	1							5604 FM 1327, Creedmoor, TX 78610-2039	(30.0910186, -97.7209737)	5604 FM1327, Creedmoor, TX 78610, USA
577	Harris Elementary School	Education-K thru 12	1711 Wheless Ln	 Austin	TX	78723-1910	21-22 Travis County 4-H CAPITAL ACTX	1							1711 Wheless Ln, Austin, TX 78723-1910	(30.31410319999999, -97.6919293)	1711 Wheless Ln, Austin, TX 78723, USA
578	Hillcrest Elementary School	Education-K thru 12	6910 E William Cannon Dr	 Austin	TX	78744-8312	21-22 Travis County 4-H CAPITAL ACTX	1	1.0						6910 E William Cannon Dr, Austin, TX 78744-8312	(30.1660087, -97.72900369999999)	6910 E William Cannon Dr, Austin, TX 78744, USA
579	Hornsby-Dunlap Elementary School	Education-K thru 12	13901 FM 969	Austin	TX	78724-6345	21-22 Travis County 4-H CAPITAL ACTX	1							13901 FM 969, Austin, TX 78724-6345	(30.2478695, -97.5876121)	13901 FM 969, Austin, TX 78724, USA
580	Houston Elementary School	Education-K thru 12	5409 Ponciana Dr	 Austin	TX	78744-2838	21-22 Travis County 4-H CAPITAL ACTX	1	1.0						5409 Ponciana Dr, Austin, TX 78744-2838	(30.1964787, -97.7554729)	5409 Ponciana Dr, Austin, TX 78744, USA
581	Langford Elementary School 	Education-K thru 12	2206 Blue Meadow Dr. 	 Austin	TX	78744	21-22 Travis County 4-H CAPITAL ACTX	1							2206 Blue Meadow Dr., Austin, TX 78744	(30.1828353, -97.7635504)	2206 Blue Meadow Dr, Austin, TX 78744, USA
582	Newton-Collins Elementary School	Education-K thru 12	8100 Colton-Bluff Springs Rd	 Austin	TX	78744	21-22 Travis County 4-H CAPITAL ACTX	1							8100 Colton-Bluff Springs Rd, Austin, TX 78744	(30.1524059, -97.7137516)	8100 Colton-Bluff Springs Rd, Austin, TX 78744, USA
583	Oak Springs Elementary School	Education-K thru 12	3601 Webberville Rd	Austin	TX	78702-3008	21-22 Travis County 4-H CAPITAL ACTX	1							3601 Webberville Rd, Austin, TX 78702-3008	(30.2719146, -97.70454679999999)	3601 Webberville Rd, Austin, TX 78702, USA
584	Ortega Elementary School	Education-K thru 12	1135 Garland Ave	 Austin	TX	78721-2625	21-22 Travis County 4-H CAPITAL ACTX	1	1.0						1135 Garland Ave, Austin, TX 78721-2625	(30.2699717, -97.6842751)	Child inc Ortega, 1135 Garland Ave, Austin, TX 78721, USA
585	Del Valle Elementary School 	Education-K thru 12	5400 Ross Rd. 	Del Valle	TX	78617	21-22 Travis County 4-H CAPITAL ACTX		2.0						5400 Ross Rd., Del Valle, TX 78617	(30.174399, -97.62314889999999)	5400 Ross Rd, Del Valle, TX 78617, USA
586	Pecan Springs Elementary School	Education-K thru 12	3100 Rogge Ln	 Austin	TX	78723-4831	21-22 Travis County 4-H CAPITAL ACTX	1	1.0						3100 Rogge Ln, Austin, TX 78723-4831	(30.3033297, -97.6767701)	3100 Rogge Ln, Austin, TX 78723, USA
587	Perez Elementary School	Education-K thru 12	7500 S Pleasant Valley Rd	 Austin	TX	78744-6412	21-22 Travis County 4-H CAPITAL ACTX	1	1.0						7500 S Pleasant Valley Rd, Austin, TX 78744-6412	(30.170521, -97.7561855)	7500 S Pleasant Valley Rd, Austin, TX 78744, USA
588	Popham Elementary School	Education-K thru 12	7014 Elroy Rd	 Del Valle	TX	78617-3505	21-22 Travis County 4-H CAPITAL ACTX	1							7014 Elroy Rd, Del Valle, TX 78617-3505	(30.1573198, -97.6436221)	7014 Elroy Rd, Del Valle, TX 78617, USA
589	Rodriguez Elementary School	Education-K thru 12	4400 Franklin Park Dr.	Austin	TX	78744-2929	21-22 Travis County 4-H CAPITAL ACTX	1							4400 Franklin Park Dr., Austin, TX 78744-2929	(30.2006302, -97.7460627)	4400 Franklin Park Dr, Austin, TX 78744, USA
590	Smith Elementary School	Education-K thru 12	4209 Smith School Rd	Austin	TX	78744-3217	21-22 Travis County 4-H CAPITAL ACTX	1							4209 Smith School Rd, Austin, TX 78744-3217	(30.1958227, -97.7132426)	4209 Smith School Rd, Austin, TX 78744, USA
591	Widen Elementary School	Education-K thru 12	5605 Nuckols Crossing Rd	 Austin	TX	78744-4615	21-22 Travis County 4-H CAPITAL ACTX	1							5605 Nuckols Crossing Rd, Austin, TX 78744-4615	(30.188201, -97.7406518)	5605 Nuckols Crossing Rd, Austin, TX 78744, USA
592	Wooten Elementary School School	Education-K thru 12	1406 Dale Dr	 Austin	TX	78757-8310	21-22 Travis County 4-H CAPITAL ACTX	1	1.0						1406 Dale Dr, Austin, TX 78757-8310	(30.3535065, -97.718885)	1406 Dale Dr, Austin, TX 78757, USA
593	Texas A&M AgriLife Extension	Education-K thru 12	1600B Smith Rd	Austin	TX	78721-3541	21-22 Travis County 4-H CAPITAL ACTX	4							1600B Smith Rd, Austin, TX 78721-3541	(30.2582726, -97.6783525)	1600b Smith Rd, Austin, TX 78721, USA
594	Dallas Independent School District	Education-K thru 12	9400 N. Central Expressway	Dallas 	TX	75231	21-22 University of North Texas HIPPY ACTX			14					9400 N. Central Expressway, Dallas, TX 75231	(32.8763612, -96.7682256)	9400 N Central Expy, Dallas, TX 75231, USA
595	Houston Independent School District	Education-K thru 12	4400 West 18th Street 	Houston 	TX	77092	21-22 University of North Texas HIPPY ACTX			24					4400 West 18th Street, Houston, TX 77092	(29.8020222, -95.4526575)	4400 W 18th St, Houston, TX 77092, USA
596	Irving Independent School District	Education-K thru 12	820 N O'Connor	Irving 	TX	75061	21-22 University of North Texas HIPPY ACTX			24					820 N O'Connor, Irving, TX 75061	(32.8225893, -96.9493608)	820 N O'Connor Rd, Irving, TX 75061, USA
597	Education Service Center, Region 2	Nonprofit	209 N. Water St.	Corpus Christi	TX	78401	21-22 University of North Texas HIPPY ACTX			10					209 N. Water St., Corpus Christi, TX 78401	(27.7934299, -97.3941152)	209 N Water St, Corpus Christi, TX 78401, USA
598	Madonna Neighborhood Center	Nonprofit	1906 Castroville Road	San Antonio 	TX	78237	21-22 University of North Texas HIPPY ACTX			5					1906 Castroville Road, San Antonio, TX 78237	(29.4135384, -98.56637169999999)	1906 Castroville Rd, San Antonio, TX 78237, USA
599	Wellness Pointe	Nonprofit	1107 E. Marshall Ave. 	Longview 	TX	75601	21-22 University of North Texas HIPPY ACTX			4					1107 E. Marshall Ave., Longview, TX 75601	(32.5038849, -94.72460009999999)	1107 E Marshall Ave, Longview, TX 75601, USA
600	UTPB	Education-College/University	4901 E University 	Odessa 	TX	79762	21-22 University of North Texas HIPPY ACTX			9					4901 E University, Odessa, TX 79762	(31.8875691, -102.323325)	4901 E University Blvd, Odessa, TX 79762, USA
601	Easter Seals - Rio Grande Valley	Nonprofit	1217 W. Houston Ave. 	McAllen	TX	78501	21-22 University of North Texas HIPPY ACTX			5					1217 W. Houston Ave., McAllen, TX 78501	(26.1961335, -98.2344147)	1217 W Houston Ave, McAllen, TX 78501, USA
602	North Texas Area United Way	Nonprofit	1105 Holliday 	Wichita Falls 	TX	76301	21-22 University of North Texas HIPPY ACTX			8					1105 Holliday, Wichita Falls, TX 76301	(33.9036995, -98.4977528)	1105 Holliday St, Wichita Falls, TX 76301, USA
603	Richardson Independent School District	Education-K thru 12	14040 Rolling Hills Lane 	Richardson 	TX	75240	21-22 University of North Texas HIPPY ACTX			1					14040 Rolling Hills Lane, Richardson, TX 75240	(32.9340551, -96.7635145)	14040 Rolling Hills Ln, Dallas, TX 75240, USA
604	Coalition of Health Services	Nonprofit	301 S. Polk Ste. 740	Amarillo 	TX	791010	21-22 University of North Texas HIPPY ACTX			6					301 S. Polk Ste. 740, Amarillo, TX 791010	(35.2104095, -101.8361078)	301 S Polk St # 740, Amarillo, TX 79101, USA
605	Allison Elementary School	Education-K thru 12	515 Vargas Rd	Austin	TX	78741-2455	21-22 Literacy First ACTX		4.0						515 Vargas Rd, Austin, TX 78741-2455	(30.2357841, -97.6920353)	515 Vargas Rd, Austin, TX 78741, USA
606	Andrews Elementary School	Education-K thru 12	6801 Northeast Dr	Austin	TX	78723-2130	21-22 Literacy First ACTX		4.0	0					6801 Northeast Dr, Austin, TX 78723-2130	(30.3172255, -97.6795685)	6801 Northeast Dr, Austin, TX 78723, USA
607	Cook Elementary School	Education-K thru 12	1511 Cripple Creek	Austin	TX	78758-5053	21-22 Literacy First ACTX		3.0						1511 Cripple Creek, Austin, TX 78758-5053	(30.3772861, -97.70524669999999)	1511 Cripple Creek Dr, Austin, TX 78758, USA
608	Govalle Elementary School	Education-K thru 12	3601 Govalle Ave	Austin	TX	78702-3715	21-22 Literacy First ACTX		4.0						3601 Govalle Ave, Austin, TX 78702-3715	(30.2636867, -97.6989906)	3601 Govalle Ave, Austin, TX 78702, USA
609	Harris Elementary School	Education-K thru 12	1711 Wheless Ln	Austin	TX	78723-1998	21-22 Literacy First ACTX		3.0						1711 Wheless Ln, Austin, TX 78723-1998	(30.31410319999999, -97.6919293)	1711 Wheless Ln, Austin, TX 78723, USA
610	Houston Elementary School	Education-K thru 12	5409 Ponciana Dr	Austin	TX	78744-2838	21-22 Literacy First ACTX		3.0						5409 Ponciana Dr, Austin, TX 78744-2838	(30.1964787, -97.7554729)	5409 Ponciana Dr, Austin, TX 78744, USA
611	Langford Elementary School	Education-K thru 12	2206 Blue Meadow Dr	Austin	TX	78744-5016	21-22 Literacy First ACTX		3.0						2206 Blue Meadow Dr, Austin, TX 78744-5016	(30.1828353, -97.7635504)	2206 Blue Meadow Dr, Austin, TX 78744, USA
612	Linder Elementary School	Education-K thru 12	2800 Metcalfe Rd	Austin	TX	78741-5633	21-22 Literacy First ACTX		4.0						2800 Metcalfe Rd, Austin, TX 78741-5633	(30.2243975, -97.7377661)	2800 Metcalfe Rd, Austin, TX 78741, USA
613	Oak Springs Elementary School	Education-K thru 12	3601 Webberville Rd	Austin	TX	78702-3099	21-22 Literacy First ACTX		2.0	1					3601 Webberville Rd, Austin, TX 78702-3099	(30.2719146, -97.70454679999999)	3601 Webberville Rd, Austin, TX 78702, USA
614	Ortega Elementary School	Education-K thru 12	1135 Garland Ave	Austin	TX	78721-2699	21-22 Literacy First ACTX		0.0	2					1135 Garland Ave, Austin, TX 78721-2699	(30.2699717, -97.6842751)	Child inc Ortega, 1135 Garland Ave, Austin, TX 78721, USA
615	Perez Elementary School	Education-K thru 12	7500 S. Pleasant Valley Rd	Austin	TX	78744-6412	21-22 Literacy First ACTX		4.0						7500 S. Pleasant Valley Rd, Austin, TX 78744-6412	(30.170521, -97.7561855)	7500 S Pleasant Valley Rd, Austin, TX 78744, USA
616	Sanchez Elementary School	Education-K thru 12	73 San Marcos St	Austin	TX	78702-5237	21-22 Literacy First ACTX		3.0	1					73 San Marcos St, Austin, TX 78702-5237	(30.2573795, -97.734541)	73 San Marcos St, Austin, TX 78702, USA
617	Walnut Creek Elementary School	Education-K thru 12	401 West Braker Ln	Austin	TX	78753-3038	21-22 Literacy First ACTX		4.0						401 West Braker Ln, Austin, TX 78753-3038	(30.3791937, -97.6838935)	401 W Braker Ln, Austin, TX 78753, USA
618	Widen Elementary School	Education-K thru 12	5605 Nuckols Crossing Rd	Austin	TX	78744-4615	21-22 Literacy First ACTX		4.0						5605 Nuckols Crossing Rd, Austin, TX 78744-4615	(30.188201, -97.7406518)	5605 Nuckols Crossing Rd, Austin, TX 78744, USA
619	Wooldridge Elementary School	Education-K thru 12	1412 Norseman Ter	Austin	TX	78758-6529	21-22 Literacy First ACTX		4.0						1412 Norseman Ter, Austin, TX 78758-6529	(30.364953, -97.70984899999999)	1412 Norseman Terrace, Austin, TX 78758, USA
620	Wooten Elementary School	Education-K thru 12	1406 Dale Dr	Austin	TX	78757-8310	21-22 Literacy First ACTX		3.0						1406 Dale Dr, Austin, TX 78757-8310	(30.3535065, -97.718885)	1406 Dale Dr, Austin, TX 78757, USA
621	Zavala Elementary School	Education-K thru 12	310 Robert Martinez Jr St	Austin	TX	78702-4536	21-22 Literacy First ACTX		1.0	1					310 Robert Martinez Jr St, Austin, TX 78702-4536	(30.2582433, -97.7198811)	310 Robert T Martinez Jr St, Austin, TX 78702, USA
622	Austin Achieve Elementary School	Education-K thru 12	5908 Manor Rd	Austin	TX	78723-0000	21-22 Literacy First ACTX		8.0						5908 Manor Rd, Austin, TX 78723-0000	(30.3073609, -97.6801833)	5908 Manor Rd, Austin, TX 78723, USA
623	Wayside Schools Real Learning Academy	Education-K thru 12	6405 S. Ih 35	Austin	TX	78744-3401	21-22 Literacy First ACTX		4.0						6405 S. Ih 35, Austin, TX 78744-3401	(30.1914238, -97.76713509999999)	6405 S I-35 Frontage Rd, Austin, TX 78744, USA
624	Wayside Schools Altamira	Education-K thru 12	10704 Bradshaw Rd	Austin	TX	78747-7800	21-22 Literacy First ACTX		4.0						10704 Bradshaw Rd, Austin, TX 78747-7800	(30.1370375, -97.7754802)	10704 Bradshaw Rd, Austin, TX 78747, USA
625	Wayside Schools Eden Park	Education-K thru 12	6215 Menchaca Rd	Austin	TX	78745-4927	21-22 Literacy First ACTX		2.0	0					6215 Menchaca Rd, Austin, TX 78745-4927	(30.2097768, -97.8036994)	6215 Menchaca Rd, Austin, TX 78745, USA
626	UT Austin Dana Center	Education-College/University	3925 W Braker La	Austin	TX	78759-5371	21-22 Literacy First ACTX	4							3925 W Braker La, Austin, TX 78759-5371	(30.3955828, -97.73522)	3925 W Braker Ln, Austin, TX 78759, USA
627	Hanna High School	Education-K thru 12	2615 Price Rd	Brownsville	TX	78521	21-22 UTRGV ACTX					12			2615 Price Rd, Brownsville, TX 78521	(25.9400298, -97.48061829999999)	2615 E Price Rd, Brownsville, TX 78521, USA
628	Veterans High School	Education-K thru 12	4550 Us Military Hwy 281	Brownsville	TX	78520	21-22 UTRGV ACTX					12			4550 Us Military Hwy 281, Brownsville, TX 78520	(25.952183, -97.55768169999999)	281 Military Rd, Brownsville, TX 78520, USA
629	Lopez High School	Education-K thru 12	3205 South Dakota Avenue	Brownsville	TX	78521	21-22 UTRGV ACTX					12			3205 South Dakota Avenue, Brownsville, TX 78521	(25.8819027, -97.42123629999999)	3205 S Dakota Ave, Brownsville, TX 78521, USA
630	Pace High School	Education-K thru 12	314 W Los Ebanos Blvd	Brownsville	TX	78520	21-22 UTRGV ACTX					12			314 W Los Ebanos Blvd, Brownsville, TX 78520	(25.9355264, -97.52489349999999)	314 W Los Ebanos Blvd, Brownsville, TX 78520, USA
631	Porter High School	Education-K thru 12	3500 International Blvd	Brownsville	TX	78521	21-22 UTRGV ACTX					14			3500 International Blvd, Brownsville, TX 78521	(25.913452, -97.4713967)	3500 International Blvd, Brownsville, TX 78521, USA
632	Rivera High School	Education-K thru 12	6955 FM 802	Brownsville	TX	78521	21-22 UTRGV ACTX					10			6955 FM 802, Brownsville, TX 78521	(25.9396561, -97.41633630000001)	6955 Ruben M Torres Blvd, Brownsville, TX 78521, USA
